FileType,OuDiaSecond.JikokuhyouCsv.2
時刻表
上り

列車番号,,1002,102,1004,104,1006,106,1008,3002,108,1010,2002,4002,3004,110,1012,2004,7002,3006,112,1014,2006,7004,3008,114,1016,2008,7006,3010,116,1018,2010,7008,3012,118,1020,2012,7010,3014,120,1022,2014,7012,3016,122,1024,2016,7014,3018,124,1026,2018,7016,3020,126,1028,2020,3022,128,1030,2022,3024,130,1032,2024,3026,132,1034,2026,3028,134,1036,2028,3030,136,1038,2030,3032,138,1040,2032,3034,140,1042,2034,3036,142,1044,2036,3038,144,1046,2038,3040,146,1048,2040,3042,148,1050,2042,3044,150,1052,2044,3046,152,1054,2046,3048,154,1056,2048,3050,156,1058,2050,3052,158,1060,2052,3054,160,1062,2054,3056,162,1064,2056,3058,164,1066,2058,3060,166,1068,2060,3062,168,1070,2062,3064,170,1072,2064,3066,172,1074,2066,3068,174,1076,2068,3070,176,1078,2070,3072,178,1080,2072,3074,180,1082,2074,3076,182,1084,2076,3078,184,1086,2078,3080,186,1088,2080,3082,188,1090,2082,3084,190,1092,2084,3086,192,1094,2086,7018,3088,194,1096,2088,7020,3090,196,1098,2090,7022,3092,198,1100,2092,7024,3094,200,1102,2094,7026,3096,202,1104,2096,7028,3098,204,1106,2098,7030,3100,206,1108,2100,7032,3102,208,1110,2102,3104,210,1112,2104,3106,212,1114,2106,3108,214,1116,2108,3110,216,1118,2110,3112,218,1120,2112,3114,220,1122,2114,3116,222,1124,2116,3118,224,1126,2118,3120,226,1128,2120,3122,228,1130,2122,3124,230,1132,9060,9040,232,1134,9062,9042,234,1136,9064,9044,236,1138,238,1140,240,1142,242,1144,244,1146,246,1148,9058,9046,9048,9050,9052,9054,9056,1150,248,1152,5002,5004,5006,5008,5010,5012,5014,5016,5018,5020,5022,5024,5026,5028,5030,5032,5034,5036,5038,5040,5042,5044,5046,5048,5050,5052,5054,5056,5058,5060,5062,5064,5066,5068,5070,5072,5074,5076,5078,5080,5082,5084,5086,5088,5090,5092,5094,5096,5098,5100,5102,5104,5106,5108,5110,5112,5114,5118,5120,5122,5124,5126,5128,5130,5132,5134,5136,5138,5140,5142,5144,5146,5148,5150,5152,5154,5156,5158,5160,5162,5164,5166,5168,5170,5172,5174,5176,5178,9002,9004,9006,9008,9010,9012,9014,9016,9018,9020,9022,9024,9026,9028,9030,9032,9034,9036,9038,9066,9068,9070
科創園,発,,, 60500, 61315?, 62000, 62815?, 63500, 64500, 64315?, 65000, 65340,, 70000, 65815?, 70500, 70840, 71125, 71700, 71315?, 72000, 72340, 72625, 73200, 72815?, 73500, 73840, 74125, 74700, 74315?, 75000, 75340, 75625, 80200, 75815?, 80500, 80840, 81125, 81700, 81315?, 82000, 82340, 82625, 83200, 82815?, 83500, 83840, 84125, 84700, 84315?, 85000, 85340, 85625, 90200, 85815?, 90500, 90840, 91500, 91315?, 92000, 92340, 93000, 92815?, 93500, 93840, 94500, 94315?, 95000, 95340,100000, 95815?,100500,100840,101500,101315?,102000,102340,103000,102815?,103500,103840,104500,104315?,105000,105340,110000,105815?,110500,110840,111500,111315?,112000,112340,113000,112815?,113500,113840,114500,114315?,115000,115340,120000,115815?,120500,120840,121500,121315?,122000,122340,123000,122815?,123500,123840,124500,124315?,125000,125340,130000,125815?,130500,130840,131500,131315?,132000,132340,133000,132815?,133500,133840,134500,134315?,135000,135340,140000,135815?,140500,140840,141500,141315?,142000,142340,143000,142815?,143500,143840,144500,144315?,145000,145340,150000,145815?,150500,150840,151500,151315?,152000,152340,153000,152815?,153500,153840,154500,154315?,155000,155340,160000,155815?,160500,160840,161500,161315?,162000,162340,163000,162815?,163500,163840,164500,164315?,165000,165340,170000,165815?,170500,170840,171500,171315?,172000,172340,172625,173200,172815?,173500,173840,174125,174700,174315?,175000,175340,175625,180200,175815?,180500,180840,181125,181700,181315?,182000,182340,182625,183200,182815?,183500,183840,184125,184700,184315?,185000,185340,185625,190200,185815?,190500,190840,191125,191700,191315?,192000,192340,193000,192815?,193500,193840,194500,194315?,195000,195340,200000,195815?,200500,200840,201500,201315?,202000,202340,203000,202815?,203500,203840,204500,204315?,205000,205340,210000,205815?,210500,210840,211500,211315?,212000,212340,213000,212815?,213500,213840,214500,214315?,215000,215340,220000,215815?,220500, ﾚ, ﾚ,221315?,222000, ﾚ, ﾚ,222815?,223500, ﾚ, ﾚ,224315?,225000,225815?,230500,231315?,232000,232815?,233500,234315?,235000,235815?, 00500, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飛灣新站,着,,, 60710, 61445, 62210, 62945, 63710, 64710, 64445, 65210, 65550,, 70210, 65945, 70710, 71050, 71335, 71910, 71445, 72210, 72550, 72835, 73410, 72945, 73710, 74050, 74335, 74910, 74445, 75210, 75550, 75835, 80410, 75945, 80710, 81050, 81335, 81910, 81445, 82210, 82550, 82835, 83410, 82945, 83710, 84050, 84335, 84910, 84445, 85210, 85550, 85835, 90410, 85945, 90710, 91050, 91710, 91445, 92210, 92550, 93210, 92945, 93710, 94050, 94710, 94445, 95210, 95550,100210, 95945,100710,101050,101710,101445,102210,102550,103210,102945,103710,104050,104710,104445,105210,105550,110210,105945,110710,111050,111710,111445,112210,112550,113210,112945,113710,114050,114710,114445,115210,115550,120210,115945,120710,121050,121710,121445,122210,122550,123210,122945,123710,124050,124710,124445,125210,125550,130210,125945,130710,131050,131710,131445,132210,132550,133210,132945,133710,134050,134710,134445,135210,135550,140210,135945,140710,141050,141710,141445,142210,142550,143210,142945,143710,144050,144710,144445,145210,145550,150210,145945,150710,151050,151710,151445,152210,152550,153210,152945,153710,154050,154710,154445,155210,155550,160210,155945,160710,161050,161710,161445,162210,162550,163210,162945,163710,164050,164710,164445,165210,165550,170210,165945,170710,171050,171710,171445,172210,172550,172835,173410,172945,173710,174050,174335,174910,174445,175210,175550,175835,180410,175945,180710,181050,181335,181910,181445,182210,182550,182835,183410,182945,183710,184050,184335,184910,184445,185210,185550,185835,190410,185945,190710,191050,191335,191910,191445,192210,192550,193210,192945,193710,194050,194710,194445,195210,195550,200210,195945,200710,201050,201710,201445,202210,202550,203210,202945,203710,204050,204710,204445,205210,205550,210210,205945,210710,211050,211710,211445,212210,212550,213210,212945,213710,214050,214710,214445,215210,215550,220210,215945,220710, ﾚ, ﾚ,221445,222210, ﾚ, ﾚ,222945,223710, ﾚ, ﾚ,224445,225210,225945,230710,231445,232210,232945,233710,234445,235210,235945, 00710, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飛灣新站,番線,4,3,4,3,4,3,4,4,3,4,4,,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,,
飛灣新站,発, 55310, 60045, 60810, 61545, 62310, 63045, 63810, 64810, 64545, 65310, 65650,, 70310, 70045, 70810, 71150, 71630, 72010, 71545, 72310, 72650, 73130, 73510, 73045, 73810, 74150, 74630, 75010, 74545, 75310, 75650, 80130, 80510, 80045, 80810, 81150, 81630, 82010, 81545, 82310, 82650, 83130, 83510, 83045, 83810, 84150, 84630, 85010, 84545, 85310, 85650, 90130, 90510, 90045, 90810, 91150, 91810, 91545, 92310, 92650, 93310, 93045, 93810, 94150, 94810, 94545, 95310, 95650,100310,100045,100810,101150,101810,101545,102310,102650,103310,103045,103810,104150,104810,104545,105310,105650,110310,110045,110810,111150,111810,111545,112310,112650,113310,113045,113810,114150,114810,114545,115310,115650,120310,120045,120810,121150,121810,121545,122310,122650,123310,123045,123810,124150,124810,124545,125310,125650,130310,130045,130810,131150,131810,131545,132310,132650,133310,133045,133810,134150,134810,134545,135310,135650,140310,140045,140810,141150,141810,141545,142310,142650,143310,143045,143810,144150,144810,144545,145310,145650,150310,150045,150810,151150,151810,151545,152310,152650,153310,153045,153810,154150,154810,154545,155310,155650,160310,160045,160810,161150,161810,161545,162310,162650,163310,163045,163810,164150,164810,164545,165310,165650,170310,170045,170810,171150,171810,171545,172310,172650,173130,173510,173045,173810,174150,174630,175010,174545,175310,175650,180130,180510,180045,180810,181150,181630,182010,181545,182310,182650,183130,183510,183045,183810,184150,184630,185010,184545,185310,185650,190130,190510,190045,190810,191150,191630,192010,191545,192310,192650,193310,193045,193810,194150,194810,194545,195310,195650,200310,200045,200810,201150,201810,201545,202310,202650,203310,203045,203810,204150,204810,204545,205310,205650,210310,210045,210810,211150,211810,211545,212310,212650,213310,213045,213810,214150,214810,214545,215310,215650,220310,220045,220810, ﾚ, ﾚ,221545,222310, ﾚ, ﾚ,223045,223810, ﾚ, ﾚ,224545,225310,230045,230810,231545,232310,233045,233810,234545,235310,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 00100, 00400, 00700, 01000,,,
文化中心,発, 55530, ﾚ, 61030, ﾚ, 62530, ﾚ, 64030, 65030, ﾚ, 65530, 65910,, 70530, ﾚ, 71030, 71410, 71850, 72230, ﾚ, 72530, 72910, 73350, 73730, ﾚ, 74030, 74410, 74850, 75230, ﾚ, 75530, 75910, 80350, 80730, ﾚ, 81030, 81410, 81850, 82230, ﾚ, 82530, 82910, 83350, 83730, ﾚ, 84030, 84410, 84850, 85230, ﾚ, 85530, 85910, 90350, 90730, ﾚ, 91030, 91410, 92030, ﾚ, 92530, 92910, 93530, ﾚ, 94030, 94410, 95030, ﾚ, 95530, 95910,100530, ﾚ,101030,101410,102030, ﾚ,102530,102910,103530, ﾚ,104030,104410,105030, ﾚ,105530,105910,110530, ﾚ,111030,111410,112030, ﾚ,112530,112910,113530, ﾚ,114030,114410,115030, ﾚ,115530,115910,120530, ﾚ,121030,121410,122030, ﾚ,122530,122910,123530, ﾚ,124030,124410,125030, ﾚ,125530,125910,130530, ﾚ,131030,131410,132030, ﾚ,132530,132910,133530, ﾚ,134030,134410,135030, ﾚ,135530,135910,140530, ﾚ,141030,141410,142030, ﾚ,142530,142910,143530, ﾚ,144030,144410,145030, ﾚ,145530,145910,150530, ﾚ,151030,151410,152030, ﾚ,152530,152910,153530, ﾚ,154030,154410,155030, ﾚ,155530,155910,160530, ﾚ,161030,161410,162030, ﾚ,162530,162910,163530, ﾚ,164030,164410,165030, ﾚ,165530,165910,170530, ﾚ,171030,171410,172030, ﾚ,172530,172910,173350,173730, ﾚ,174030,174410,174850,175230, ﾚ,175530,175910,180350,180730, ﾚ,181030,181410,181850,182230, ﾚ,182530,182910,183350,183730, ﾚ,184030,184410,184850,185230, ﾚ,185530,185910,190350,190730, ﾚ,191030,191410,191850,192230, ﾚ,192530,192910,193530, ﾚ,194030,194410,195030, ﾚ,195530,195910,200530, ﾚ,201030,201410,202030, ﾚ,202530,202910,203530, ﾚ,204030,204410,205030, ﾚ,205530,205910,210530, ﾚ,211030,211410,212030, ﾚ,212530,212910,213530, ﾚ,214030,214410,215030, ﾚ,215530,215910,220530, ﾚ,221030, ﾚ, ﾚ, ﾚ,222530, ﾚ, ﾚ, ﾚ,224030, ﾚ, ﾚ, ﾚ,225530, ﾚ,231030, ﾚ,232530, ﾚ,234030, ﾚ,235530,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ,,,
市民廣場,着, 55700, ﾚ, 61200, ﾚ, 62700, ﾚ, 64200, 65200, ﾚ, 65700, 70040,, 70700, ﾚ, 71200, 71540, 72020, 72400, ﾚ, 72700, 73040, 73520, 73900, ﾚ, 74200, 74540, 75020, 75400, ﾚ, 75700, 80040, 80520, 80900, ﾚ, 81200, 81540, 82020, 82400, ﾚ, 82700, 83040, 83520, 83900, ﾚ, 84200, 84540, 85020, 85400, ﾚ, 85700, 90040, 90520, 90900, ﾚ, 91200, 91540, 92200, ﾚ, 92700, 93040, 93700, ﾚ, 94200, 94540, 95200, ﾚ, 95700,100040,100700, ﾚ,101200,101540,102200, ﾚ,102700,103040,103700, ﾚ,104200,104540,105200, ﾚ,105700,110040,110700, ﾚ,111200,111540,112200, ﾚ,112700,113040,113700, ﾚ,114200,114540,115200, ﾚ,115700,120040,120700, ﾚ,121200,121540,122200, ﾚ,122700,123040,123700, ﾚ,124200,124540,125200, ﾚ,125700,130040,130700, ﾚ,131200,131540,132200, ﾚ,132700,133040,133700, ﾚ,134200,134540,135200, ﾚ,135700,140040,140700, ﾚ,141200,141540,142200, ﾚ,142700,143040,143700, ﾚ,144200,144540,145200, ﾚ,145700,150040,150700, ﾚ,151200,151540,152200, ﾚ,152700,153040,153700, ﾚ,154200,154540,155200, ﾚ,155700,160040,160700, ﾚ,161200,161540,162200, ﾚ,162700,163040,163700, ﾚ,164200,164540,165200, ﾚ,165700,170040,170700, ﾚ,171200,171540,172200, ﾚ,172700,173040,173520,173900, ﾚ,174200,174540,175020,175400, ﾚ,175700,180040,180520,180900, ﾚ,181200,181540,182020,182400, ﾚ,182700,183040,183520,183900, ﾚ,184200,184540,185020,185400, ﾚ,185700,190040,190520,190900, ﾚ,191200,191540,192020,192400, ﾚ,192700,193040,193700, ﾚ,194200,194540,195200, ﾚ,195700,200040,200700, ﾚ,201200,201540,202200, ﾚ,202700,203040,203700, ﾚ,204200,204540,205200, ﾚ,205700,210040,210700, ﾚ,211200,211540,212200, ﾚ,212700,213040,213700, ﾚ,214200,214540,215200, ﾚ,215700,220040,220700, ﾚ,221200, ﾚ,221700?, ﾚ,222700, ﾚ,223200?, ﾚ,224200, ﾚ,224700?, ﾚ,225700, ﾚ,231200, ﾚ,232700, ﾚ,234200, ﾚ,235700,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ,,,
市民廣場,番線,2,上通線,2,上通線,2,上通線,2,2,上通線,2,2,,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,上通線,上通線,上通線,2,上通線,上通線,上通線,2,上通線,上通線,上通線,2,上通線,2,上通線,2,上通線,2,上通線,2,,,上通線,上通線,上通線,上通線,上通線,上通線,上通線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,上通線,上通線,上通線,上通線,,,
市民廣場,発, 55730, 60255?, 61230, 61755?, 62730, 63255?, 64230, 65230, 64755?, 65730, 70110,, 70730, 70255?, 71230, 71610, 72050, 72430, 71755?, 72730, 73110, 73550, 73930, 73255?, 74230, 74610, 75050, 75430, 74755?, 75730, 80110, 80550, 80930, 80255?, 81230, 81610, 82050, 82430, 81755?, 82730, 83110, 83550, 83930, 83255?, 84230, 84610, 85050, 85430, 84755?, 85730, 90110, 90550, 90930, 90255?, 91230, 91610, 92230, 91755?, 92730, 93110, 93730, 93255?, 94230, 94610, 95230, 94755?, 95730,100110,100730,100255?,101230,101610,102230,101755?,102730,103110,103730,103255?,104230,104610,105230,104755?,105730,110110,110730,110255?,111230,111610,112230,111755?,112730,113110,113730,113255?,114230,114610,115230,114755?,115730,120110,120730,120255?,121230,121610,122230,121755?,122730,123110,123730,123255?,124230,124610,125230,124755?,125730,130110,130730,130255?,131230,131610,132230,131755?,132730,133110,133730,133255?,134230,134610,135230,134755?,135730,140110,140730,140255?,141230,141610,142230,141755?,142730,143110,143730,143255?,144230,144610,145230,144755?,145730,150110,150730,150255?,151230,151610,152230,151755?,152730,153110,153730,153255?,154230,154610,155230,154755?,155730,160110,160730,160255?,161230,161610,162230,161755?,162730,163110,163730,163255?,164230,164610,165230,164755?,165730,170110,170730,170255?,171230,171610,172230,171755?,172730,173110,173550,173930,173255?,174230,174610,175050,175430,174755?,175730,180110,180550,180930,180255?,181230,181610,182050,182430,181755?,182730,183110,183550,183930,183255?,184230,184610,185050,185430,184755?,185730,190110,190550,190930,190255?,191230,191610,192050,192430,191755?,192730,193110,193730,193255?,194230,194610,195230,194755?,195730,200110,200730,200255?,201230,201610,202230,201755?,202730,203110,203730,203255?,204230,204610,205230,204755?,205730,210110,210730,210255?,211230,211610,212230,211755?,212730,213110,213730,213255?,214230,214610,215230,214755?,215730,220110,220730,220255?,221230, ﾚ,222000?,221755?,222730, ﾚ,223500?,223255?,224230, ﾚ,225000?,224755?,225730,230255?,231230,231755?,232730,233255?,234230,234755?,235730,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ,,,
濱江商務區,発, 55935, ﾚ, 61435, ﾚ, 62935, ﾚ, 64435, 65435, ﾚ, 65935, 70315,, 70935, ﾚ, 71435, 71815, 72255, 72635, ﾚ, 72935, 73315, 73755, 74135, ﾚ, 74435, 74815, 75255, 75635, ﾚ, 75935, 80315, 80755, 81135, ﾚ, 81435, 81815, 82255, 82635, ﾚ, 82935, 83315, 83755, 84135, ﾚ, 84435, 84815, 85255, 85635, ﾚ, 85935, 90315, 90755, 91135, ﾚ, 91435, 91815, 92435, ﾚ, 92935, 93315, 93935, ﾚ, 94435, 94815, 95435, ﾚ, 95935,100315,100935, ﾚ,101435,101815,102435, ﾚ,102935,103315,103935, ﾚ,104435,104815,105435, ﾚ,105935,110315,110935, ﾚ,111435,111815,112435, ﾚ,112935,113315,113935, ﾚ,114435,114815,115435, ﾚ,115935,120315,120935, ﾚ,121435,121815,122435, ﾚ,122935,123315,123935, ﾚ,124435,124815,125435, ﾚ,125935,130315,130935, ﾚ,131435,131815,132435, ﾚ,132935,133315,133935, ﾚ,134435,134815,135435, ﾚ,135935,140315,140935, ﾚ,141435,141815,142435, ﾚ,142935,143315,143935, ﾚ,144435,144815,145435, ﾚ,145935,150315,150935, ﾚ,151435,151815,152435, ﾚ,152935,153315,153935, ﾚ,154435,154815,155435, ﾚ,155935,160315,160935, ﾚ,161435,161815,162435, ﾚ,162935,163315,163935, ﾚ,164435,164815,165435, ﾚ,165935,170315,170935, ﾚ,171435,171815,172435, ﾚ,172935,173315,173755,174135, ﾚ,174435,174815,175255,175635, ﾚ,175935,180315,180755,181135, ﾚ,181435,181815,182255,182635, ﾚ,182935,183315,183755,184135, ﾚ,184435,184815,185255,185635, ﾚ,185935,190315,190755,191135, ﾚ,191435,191815,192255,192635, ﾚ,192935,193315,193935, ﾚ,194435,194815,195435, ﾚ,195935,200315,200935, ﾚ,201435,201815,202435, ﾚ,202935,203315,203935, ﾚ,204435,204815,205435, ﾚ,205935,210315,210935, ﾚ,211435,211815,212435, ﾚ,212935,213315,213935, ﾚ,214435,214815,215435, ﾚ,215935,220315,220935, ﾚ,221435, ﾚ, ﾚ, ﾚ,222935, ﾚ, ﾚ, ﾚ,224435, ﾚ, ﾚ, ﾚ,225935, ﾚ,231435, ﾚ,232935, ﾚ,234435, ﾚ,235935,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ,,,
飛灣郵輪港,着, 60400, 60825, 61900, 62325, 63400, 63825, 64900, 65900, 65325, 70400, 70740,, 71400, 70825, 71900, 72240, 72720, 73100, 72325, 73400, 73740, 74220, 74600, 73825, 74900, 75240, 75720, 80100, 75325, 80400, 80740, 81220, 81600, 80825, 81900, 82240, 82720, 83100, 82325, 83400, 83740, 84220, 84600, 83825, 84900, 85240, 85720, 90100, 85325, 90400, 90740, 91220, 91600, 90825, 91900, 92240, 92900, 92325, 93400, 93740, 94400, 93825, 94900, 95240, 95900, 95325,100400,100740,101400,100825,101900,102240,102900,102325,103400,103740,104400,103825,104900,105240,105900,105325,110400,110740,111400,110825,111900,112240,112900,112325,113400,113740,114400,113825,114900,115240,115900,115325,120400,120740,121400,120825,121900,122240,122900,122325,123400,123740,124400,123825,124900,125240,125900,125325,130400,130740,131400,130825,131900,132240,132900,132325,133400,133740,134400,133825,134900,135240,135900,135325,140400,140740,141400,140825,141900,142240,142900,142325,143400,143740,144400,143825,144900,145240,145900,145325,150400,150740,151400,150825,151900,152240,152900,152325,153400,153740,154400,153825,154900,155240,155900,155325,160400,160740,161400,160825,161900,162240,162900,162325,163400,163740,164400,163825,164900,165240,165900,165325,170400,170740,171400,170825,171900,172240,172900,172325,173400,173740,174220,174600,173825,174900,175240,175720,180100,175325,180400,180740,181220,181600,180825,181900,182240,182720,183100,182325,183400,183740,184220,184600,183825,184900,185240,185720,190100,185325,190400,190740,191220,191600,190825,191900,192240,192720,193100,192325,193400,193740,194400,193825,194900,195240,195900,195325,200400,200740,201400,200825,201900,202240,202900,202325,203400,203740,204400,203825,204900,205240,205900,205325,210400,210740,211400,210825,211900,212240,212900,212325,213400,213740,214400,213825,214900,215240,215900,215325,220400,220740,221400,220825,221900,222200?, ﾚ,222325,223400,223700?, ﾚ,223825,224900,225200?, ﾚ,225325,230400,230825,231900,232325,233400,233825,234900,235325, 00400,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ,,,
飛灣郵輪港,番線,4,3,4,3,4,3,4,4,3,4,4,,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,4,3,4,3,4,,,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,3,3,,,
