FileType,OuDiaSecond.JikokuhyouCsv.2
時刻表
下り

列車番号,,105,1009,107,1011,109,2001,7001,1013,3001,111,2003,7003,1015,3003,113,2005,7005,1017,3005,115,2007,7007,1019,3007,117,2009,7009,1021,3009,119,2011,7011,1023,3011,121,2013,7013,1025,3013,123,2015,7015,1027,3015,125,2017,1029,9001,3017,127,2019,1031,9003,3019,129,2021,1033,9005,3021,131,2023,1035,9007,3023,133,2025,1037,3025,135,2027,1039,3027,137,2029,1041,3029,139,2031,1043,3031,141,2033,1045,3033,143,2035,1047,3035,145,2037,1049,3037,147,2039,1051,3039,149,2041,1053,3041,151,2043,1055,3043,153,2045,1057,3045,155,2047,1059,3047,157,2049,1061,3049,159,2051,1063,3051,161,2053,1065,3053,163,2055,1067,3055,165,2057,1069,3057,167,2059,1071,3059,169,2061,1073,3061,171,2063,1075,3063,173,2065,1077,3065,175,2067,1079,3067,177,2069,1081,3069,179,2071,1083,3071,181,2073,1085,3073,183,2075,1087,3075,185,2077,1089,3077,187,2079,1091,3079,189,2081,1093,3081,191,2083,1095,3083,193,2085,7017,1097,3085,195,2087,7019,1099,3087,197,2089,7021,1101,3089,199,2091,7023,1103,3091,201,2093,7025,1105,3093,203,2095,7027,1107,3095,205,2097,7029,1109,3097,207,2099,7031,1111,3099,209,2101,9045,1113,3101,211,2103,1115,9047,3103,213,2105,9049,1117,3105,215,2107,1119,3107,217,2109,1121,3109,219,2111,1123,3111,221,2113,1125,3113,223,2115,1127,3115,225,2117,1129,3117,227,2119,1131,3119,229,2121,1133,3121,231,2123,1135,3123,233,9051,9053,1137,235,9055,1139,1141,237,9059,1143,239,1145,241,1147,243,1149,245,1151,247,9061,1153,9063,9065,1001,1003,1005,1007,101,103,9043,4001,9037,9035,9033,9031,9039,9041,5001,5003,5005,5007,5009,5011,5013,5015,5017,5019,5021,5023,5025,5027,5029,5031,5033,5035,5037,5039,5041,5043,5045,5047,5049,5051,5053,5055,5057,5059,5061,5063,5065,5067,5069,5071,5073,5075,5077,5079,5081,5083,5085,5087,5089,5091,5093,5095,5097,5099,5101,5103,5105,5107,5109,5111,5113,5115,5117,5119,5121,5123,5125,5127,5129,5131,5133,5135,5137,5139,5141,5143,5145,5147,5149,5151,5153,5155,5157,5159,5161,5163,5165,5167,5169,5171,5173,5175,9009,9011,9013,9015,9017,9019,9021,9023,9025,9027
科創園,着, ﾚ, 63235, ﾚ, 64735, ﾚ, 65620, 65820, 70305, 70725, ﾚ, 71120, 71320, 71805, 72225, ﾚ, 72620, 72820, 73305, 73730, ﾚ, 74120, 74320, 74805, 75230, ﾚ, 75620, 75820, 80305, 80730, ﾚ, 81120, 81320, 81805, 82230, ﾚ, 82620, 82820, 83305, 83730, ﾚ, 84120, 84320, 84805, 85230, ﾚ, 85620, 90235,, 90730, ﾚ, 91120, 91735,, 92230, ﾚ, 92620, 93235,, 93730, ﾚ, 94120, 94735,, 95230, ﾚ, 95620,100235,100730, ﾚ,101120,101735,102230, ﾚ,102620,103235,103730, ﾚ,104120,104735,105230, ﾚ,105620,110235,110730, ﾚ,111120,111735,112230, ﾚ,112620,113235,113730, ﾚ,114120,114735,115230, ﾚ,115620,120235,120730, ﾚ,121120,121735,122230, ﾚ,122620,123235,123730, ﾚ,124120,124735,125230, ﾚ,125620,130235,130730, ﾚ,131120,131735,132230, ﾚ,132620,133235,133730, ﾚ,134120,134735,135230, ﾚ,135620,140235,140730, ﾚ,141120,141735,142230, ﾚ,142620,143235,143730, ﾚ,144120,144735,145230, ﾚ,145620,150235,150730, ﾚ,151120,151735,152230, ﾚ,152620,153235,153730, ﾚ,154120,154735,155230, ﾚ,155620,160235,160730, ﾚ,161120,161735,162230, ﾚ,162620,163235,163730, ﾚ,164120,164735,165230, ﾚ,165620,170235,170730, ﾚ,171120,171735,172230, ﾚ,172620,172820,173305,173730, ﾚ,174120,174320,174805,175230, ﾚ,175620,175820,180305,180730, ﾚ,181120,181320,181805,182230, ﾚ,182620,182820,183305,183730, ﾚ,184120,184320,184805,185230, ﾚ,185620,185820,190305,190730, ﾚ,191120,191320,191805,192230, ﾚ,192620,,193235,193730, ﾚ,194120,194735,,195230, ﾚ,195620,,200235,200730, ﾚ,201120,201735,202230, ﾚ,202620,203235,203730, ﾚ,204120,204735,205230, ﾚ,205620,210235,210730, ﾚ,211120,211735,212230, ﾚ,212620,213235,213730, ﾚ,214120,214735,215230, ﾚ,215620,220235,220730, ﾚ,221120,221735,222230, ﾚ,,,223235, ﾚ,,224735,225325, ﾚ,,230235, ﾚ,231735, ﾚ,233235, ﾚ,234735, ﾚ,,,,,,,,, 55355, 61735,, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ
科創園,番線,下通線,1,下通線,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,,1,下通線,1,1,,1,下通線,1,1,,1,下通線,1,1,,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,1,1,1,下通線,1,,1,1,下通線,1,1,,1,下通線,1,,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,1,1,1,下通線,,,1,下通線,,1,1,下通線,,1,下通線,1,下通線,1,下通線,1,下通線,,,,,,,,,1,1,,下通線,下通線,,下通線,下通線,下通線,下通線,下通線,下通線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下通線,下通線,下通線,下通線,下通線
科創園,発, 61615?, 63305, 63115?, 64805, 64615?, 65650, 70200, 70335, 70755, 70115?, 71150, 71700, 71835, 72255, 71615?, 72650, 73200, 73335, 73800, 73115?, 74150, 74700, 74835, 75300, 74615?, 75650, 80200, 80335, 80800, 80115?, 81150, 81700, 81835, 82300, 81615?, 82650, 83200, 83335, 83800, 83115?, 84150, 84700, 84835, 85300, 84615?, 85650, 90305,, 90800, 90115?, 91150, 91805,, 92300, 91615?, 92650, 93305,, 93800, 93115?, 94150, 94805,, 95300, 94615?, 95650,100305,100800,100115?,101150,101805,102300,101615?,102650,103305,103800,103115?,104150,104805,105300,104615?,105650,110305,110800,110115?,111150,111805,112300,111615?,112650,113305,113800,113115?,114150,114805,115300,114615?,115650,120305,120800,120115?,121150,121805,122300,121615?,122650,123305,123800,123115?,124150,124805,125300,124615?,125650,130305,130800,130115?,131150,131805,132300,131615?,132650,133305,133800,133115?,134150,134805,135300,134615?,135650,140305,140800,140115?,141150,141805,142300,141615?,142650,143305,143800,143115?,144150,144805,145300,144615?,145650,150305,150800,150115?,151150,151805,152300,151615?,152650,153305,153800,153115?,154150,154805,155300,154615?,155650,160305,160800,160115?,161150,161805,162300,161615?,162650,163305,163800,163115?,164150,164805,165300,164615?,165650,170305,170800,170115?,171150,171805,172300,171615?,172650,173200,173335,173800,173115?,174150,174700,174835,175300,174615?,175650,180200,180335,180800,180115?,181150,181700,181835,182300,181615?,182650,183200,183335,183800,183115?,184150,184700,184835,185300,184615?,185650,190200,190335,190800,190115?,191150,191700,191835,192300,191615?,192650,,193305,193800,193115?,194150,194805,,195300,194615?,195650,,200305,200800,200115?,201150,201805,202300,201615?,202650,203305,203800,203115?,204150,204805,205300,204615?,205650,210305,210800,210115?,211150,211805,212300,211615?,212650,213305,213800,213115?,214150,214805,215300,214615?,215650,220305,220800,220115?,221150,221805,222300,221615?,,,223305,223115?,,224805,225355,224615?,,230305,230115?,231805,231615?,233305,233115?,234805,234615?,,,,,,,,, 55425, 61805,, 60115?, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ
飛灣學區,発, ﾚ, 63500, ﾚ, 65000, ﾚ, 65845, 70355, 70530, 70950, ﾚ, 71345, 71855, 72030, 72450, ﾚ, 72845, 73355, 73530, 73955, ﾚ, 74345, 74855, 75030, 75455, ﾚ, 75845, 80355, 80530, 80955, ﾚ, 81345, 81855, 82030, 82455, ﾚ, 82845, 83355, 83530, 83955, ﾚ, 84345, 84855, 85030, 85455, ﾚ, 85845, 90500,, 90955, ﾚ, 91345, 92000,, 92455, ﾚ, 92845, 93500,, 93955, ﾚ, 94345, 95000,, 95455, ﾚ, 95845,100500,100955, ﾚ,101345,102000,102455, ﾚ,102845,103500,103955, ﾚ,104345,105000,105455, ﾚ,105845,110500,110955, ﾚ,111345,112000,112455, ﾚ,112845,113500,113955, ﾚ,114345,115000,115455, ﾚ,115845,120500,120955, ﾚ,121345,122000,122455, ﾚ,122845,123500,123955, ﾚ,124345,125000,125455, ﾚ,125845,130500,130955, ﾚ,131345,132000,132455, ﾚ,132845,133500,133955, ﾚ,134345,135000,135455, ﾚ,135845,140500,140955, ﾚ,141345,142000,142455, ﾚ,142845,143500,143955, ﾚ,144345,145000,145455, ﾚ,145845,150500,150955, ﾚ,151345,152000,152455, ﾚ,152845,153500,153955, ﾚ,154345,155000,155455, ﾚ,155845,160500,160955, ﾚ,161345,162000,162455, ﾚ,162845,163500,163955, ﾚ,164345,165000,165455, ﾚ,165845,170500,170955, ﾚ,171345,172000,172455, ﾚ,172845,173355,173530,173955, ﾚ,174345,174855,175030,175455, ﾚ,175845,180355,180530,180955, ﾚ,181345,181855,182030,182455, ﾚ,182845,183355,183530,183955, ﾚ,184345,184855,185030,185455, ﾚ,185845,190355,190530,190955, ﾚ,191345,191855,192030,192455, ﾚ,192845,,193500,193955, ﾚ,194345,195000,,195455, ﾚ,195845,,200500,200955, ﾚ,201345,202000,202455, ﾚ,202845,203500,203955, ﾚ,204345,205000,205455, ﾚ,205845,210500,210955, ﾚ,211345,212000,212455, ﾚ,212845,213500,213955, ﾚ,214345,215000,215455, ﾚ,215845,220500,220955, ﾚ,221345,222000,222455, ﾚ,,,223500, ﾚ,,225000,225550, ﾚ,,230500, ﾚ,232000, ﾚ,233500, ﾚ,235000, ﾚ,,,,,,,,, 55620, 62000,, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ
飛灣大道,発, ﾚ, 63700, ﾚ, 65200, ﾚ, 70045, 70555, 70730, 71150, ﾚ, 71545, 72055, 72230, 72650, ﾚ, 73045, 73555, 73730, 74155, ﾚ, 74545, 75055, 75230, 75655, ﾚ, 80045, 80555, 80730, 81155, ﾚ, 81545, 82055, 82230, 82655, ﾚ, 83045, 83555, 83730, 84155, ﾚ, 84545, 85055, 85230, 85655, ﾚ, 90045, 90700,, 91155, ﾚ, 91545, 92200,, 92655, ﾚ, 93045, 93700,, 94155, ﾚ, 94545, 95200,, 95655, ﾚ,100045,100700,101155, ﾚ,101545,102200,102655, ﾚ,103045,103700,104155, ﾚ,104545,105200,105655, ﾚ,110045,110700,111155, ﾚ,111545,112200,112655, ﾚ,113045,113700,114155, ﾚ,114545,115200,115655, ﾚ,120045,120700,121155, ﾚ,121545,122200,122655, ﾚ,123045,123700,124155, ﾚ,124545,125200,125655, ﾚ,130045,130700,131155, ﾚ,131545,132200,132655, ﾚ,133045,133700,134155, ﾚ,134545,135200,135655, ﾚ,140045,140700,141155, ﾚ,141545,142200,142655, ﾚ,143045,143700,144155, ﾚ,144545,145200,145655, ﾚ,150045,150700,151155, ﾚ,151545,152200,152655, ﾚ,153045,153700,154155, ﾚ,154545,155200,155655, ﾚ,160045,160700,161155, ﾚ,161545,162200,162655, ﾚ,163045,163700,164155, ﾚ,164545,165200,165655, ﾚ,170045,170700,171155, ﾚ,171545,172200,172655, ﾚ,173045,173555,173730,174155, ﾚ,174545,175055,175230,175655, ﾚ,180045,180555,180730,181155, ﾚ,181545,182055,182230,182655, ﾚ,183045,183555,183730,184155, ﾚ,184545,185055,185230,185655, ﾚ,190045,190555,190730,191155, ﾚ,191545,192055,192230,192655, ﾚ,193045,,193700,194155, ﾚ,194545,195200,,195655, ﾚ,200045,,200700,201155, ﾚ,201545,202200,202655, ﾚ,203045,203700,204155, ﾚ,204545,205200,205655, ﾚ,210045,210700,211155, ﾚ,211545,212200,212655, ﾚ,213045,213700,214155, ﾚ,214545,215200,215655, ﾚ,220045,220700,221155, ﾚ,221545,222200,222655, ﾚ,,,223700, ﾚ,,225200,225750, ﾚ,,230700, ﾚ,232200, ﾚ,233700, ﾚ,235200, ﾚ,,,,,,,,, 55820, 62200,, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ
飛灣公園,着, 62035, 64030, 63535, 65530, 65035, 70430, 70925, 71100, 71535, 70535, 71930, 72425, 72600, 73035, 72035, 73430, 73925, 74100, 74540, 73535, 74930, 75425, 75600, 80040, 75035, 80430, 80925, 81100, 81540, 80535, 81930, 82425, 82600, 83040, 82035, 83430, 83925, 84100, 84540, 83535, 84930, 85425, 85600, 90040, 85035, 90430, 91030,, 91540, 90535, 91930, 92530,, 93040, 92035, 93430, 94030,, 94540, 93535, 94930, 95530,,100040, 95035,100430,101030,101540,100535,101930,102530,103040,102035,103430,104030,104540,103535,104930,105530,110040,105035,110430,111030,111540,110535,111930,112530,113040,112035,113430,114030,114540,113535,114930,115530,120040,115035,120430,121030,121540,120535,121930,122530,123040,122035,123430,124030,124540,123535,124930,125530,130040,125035,130430,131030,131540,130535,131930,132530,133040,132035,133430,134030,134540,133535,134930,135530,140040,135035,140430,141030,141540,140535,141930,142530,143040,142035,143430,144030,144540,143535,144930,145530,150040,145035,150430,151030,151540,150535,151930,152530,153040,152035,153430,154030,154540,153535,154930,155530,160040,155035,160430,161030,161540,160535,161930,162530,163040,162035,163430,164030,164540,163535,164930,165530,170040,165035,170430,171030,171540,170535,171930,172530,173040,172035,173430,173925,174100,174540,173535,174930,175425,175600,180040,175035,180430,180925,181100,181540,180535,181930,182425,182600,183040,182035,183430,183925,184100,184540,183535,184930,185425,185600,190040,185035,190430,190925,191100,191540,190535,191930,192425,192600,193040,192035,193430,,194030,194540,193535,194930,195530,,200040,195035,200430,,201030,201540,200535,201930,202530,203040,202035,203430,204030,204540,203535,204930,205530,210040,205035,210430,211030,211540,210535,211930,212530,213040,212035,213430,214030,214540,213535,214930,215530,220040,215035,220430,221030,221540,220535,221930,222530,223040,222035,,,224030,223535,,225530,230120,225035,,231030,230535,232530,232035,234030,233535,235530,235035,,,,,,,,, 60150, 62530,, 60535, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 55055, 62900, 63200, 64700, 65900
飛灣公園,番線,2,1,2,1,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,1,,4,2,1,1,,4,2,1,1,,4,2,1,1,,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,,1,4,2,1,1,,4,2,1,,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,,,1,2,,1,1,2,,1,2,1,2,1,2,1,2,,,,,,,,,1,1,,2,2,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,帶狀,帶狀,4
飛灣公園,発, 62135, 64130, 63635, 65630, 65135,, 71025, 71145,, 70635,, 72525, 72645,, 72135,, 74025, 74145,, 73635,, 75525, 75645,, 75135,, 81025, 81145,, 80635,, 82525, 82645,, 82135,, 84025, 84145,, 83635,, 85525, 85645,, 85135,, 91130,,, 90635,, 92630,,, 92135,, 94130,,, 93635,, 95630,,, 95135,,101130,,100635,,102630,,102135,,104130,,103635,,105630,,105135,,111130,,110635,,112630,,112135,,114130,,113635,,115630,,115135,,121130,,120635,,122630,,122135,,124130,,123635,,125630,,125135,,131130,,130635,,132630,,132135,,134130,,133635,,135630,,135135,,141130,,140635,,142630,,142135,,144130,,143635,,145630,,145135,,151130,,150635,,152630,,152135,,154130,,153635,,155630,,155135,,161130,,160635,,162630,,162135,,164130,,163635,,165630,,165135,,171130,,170635,,172630,,172135,,174025,174145,,173635,,175525,175645,,175135,,181025,181145,,180635,,182525,182645,,182135,,184025,184145,,183635,,185525,185645,,185135,,191025,191145,,190635,,192525,192645,,192135,,,194130,,193635,,195630,,,195135,,,201130,,200635,,202630,,202135,,204130,,203635,,205630,,205135,,211130,,210635,,212630,,212135,,214130,,213635,,215630,,215135,,221130,,220635,,222630,,222135,,,224130,223635,,225630,230250,225135,,231130,230635,232630,232135,234130,233635,235630,235135,,,,,,,,, 60250, 62630,, 60635, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
錦湖,発, ﾚ, 64340, ﾚ, 65840, ﾚ,, ﾚ, 71355,, ﾚ,, ﾚ, 72855,, ﾚ,, ﾚ, 74355,, ﾚ,, ﾚ, 75855,, ﾚ,, ﾚ, 81355,, ﾚ,, ﾚ, 82855,, ﾚ,, ﾚ, 84355,, ﾚ,, ﾚ, 85855,, ﾚ,, 91340,,, ﾚ,, 92840,,, ﾚ,, 94340,,, ﾚ,, 95840,,, ﾚ,,101340,, ﾚ,,102840,, ﾚ,,104340,, ﾚ,,105840,, ﾚ,,111340,, ﾚ,,112840,, ﾚ,,114340,, ﾚ,,115840,, ﾚ,,121340,, ﾚ,,122840,, ﾚ,,124340,, ﾚ,,125840,, ﾚ,,131340,, ﾚ,,132840,, ﾚ,,134340,, ﾚ,,135840,, ﾚ,,141340,, ﾚ,,142840,, ﾚ,,144340,, ﾚ,,145840,, ﾚ,,151340,, ﾚ,,152840,, ﾚ,,154340,, ﾚ,,155840,, ﾚ,,161340,, ﾚ,,162840,, ﾚ,,164340,, ﾚ,,165840,, ﾚ,,171340,, ﾚ,,172840,, ﾚ,, ﾚ,174355,, ﾚ,, ﾚ,175855,, ﾚ,, ﾚ,181355,, ﾚ,, ﾚ,182855,, ﾚ,, ﾚ,184355,, ﾚ,, ﾚ,185855,, ﾚ,, ﾚ,191355,, ﾚ,, ﾚ,192855,, ﾚ,,,194340,, ﾚ,,195840,,, ﾚ,,,201340,, ﾚ,,202840,, ﾚ,,204340,, ﾚ,,205840,, ﾚ,,211340,, ﾚ,,212840,, ﾚ,,214340,, ﾚ,,215840,, ﾚ,,221340,, ﾚ,,222840,, ﾚ,,,224340, ﾚ,,225840,230500, ﾚ,,231340, ﾚ,232840, ﾚ,234340, ﾚ,235840, ﾚ,,,,,,,,, 60500, 62840,, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鷺島,発, ﾚ, 64500, ﾚ, 70000, ﾚ,, ﾚ, 71515,, ﾚ,, ﾚ, 73015,, ﾚ,, ﾚ, 74515,, ﾚ,, ﾚ, 80015,, ﾚ,, ﾚ, 81515,, ﾚ,, ﾚ, 83015,, ﾚ,, ﾚ, 84515,, ﾚ,, ﾚ, 90015,, ﾚ,, 91500,,, ﾚ,, 93000,,, ﾚ,, 94500,,, ﾚ,,100000,,, ﾚ,,101500,, ﾚ,,103000,, ﾚ,,104500,, ﾚ,,110000,, ﾚ,,111500,, ﾚ,,113000,, ﾚ,,114500,, ﾚ,,120000,, ﾚ,,121500,, ﾚ,,123000,, ﾚ,,124500,, ﾚ,,130000,, ﾚ,,131500,, ﾚ,,133000,, ﾚ,,134500,, ﾚ,,140000,, ﾚ,,141500,, ﾚ,,143000,, ﾚ,,144500,, ﾚ,,150000,, ﾚ,,151500,, ﾚ,,153000,, ﾚ,,154500,, ﾚ,,160000,, ﾚ,,161500,, ﾚ,,163000,, ﾚ,,164500,, ﾚ,,170000,, ﾚ,,171500,, ﾚ,,173000,, ﾚ,, ﾚ,174515,, ﾚ,, ﾚ,180015,, ﾚ,, ﾚ,181515,, ﾚ,, ﾚ,183015,, ﾚ,, ﾚ,184515,, ﾚ,, ﾚ,190015,, ﾚ,, ﾚ,191515,, ﾚ,, ﾚ,193015,, ﾚ,,,194500,, ﾚ,,200000,,, ﾚ,,,201500,, ﾚ,,203000,, ﾚ,,204500,, ﾚ,,210000,, ﾚ,,211500,, ﾚ,,213000,, ﾚ,,214500,, ﾚ,,220000,, ﾚ,,221500,, ﾚ,,223000,, ﾚ,,,224500, ﾚ,,230000,230620, ﾚ,,231500, ﾚ,233000, ﾚ,234500, ﾚ, 00000, ﾚ,,,,,,,,, 60620, 63000,, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
空港新城,発, ﾚ, 64740, ﾚ, 70240, ﾚ,, ﾚ, 71755,, ﾚ,, ﾚ, 73255,, ﾚ,, ﾚ, 74755,, ﾚ,, ﾚ, 80255,, ﾚ,, ﾚ, 81755,, ﾚ,, ﾚ, 83255,, ﾚ,, ﾚ, 84755,, ﾚ,, ﾚ, 90255,, ﾚ,, 91740,,, ﾚ,, 93240,,, ﾚ,, 94740,,, ﾚ,,100240,,, ﾚ,,101740,, ﾚ,,103240,, ﾚ,,104740,, ﾚ,,110240,, ﾚ,,111740,, ﾚ,,113240,, ﾚ,,114740,, ﾚ,,120240,, ﾚ,,121740,, ﾚ,,123240,, ﾚ,,124740,, ﾚ,,130240,, ﾚ,,131740,, ﾚ,,133240,, ﾚ,,134740,, ﾚ,,140240,, ﾚ,,141740,, ﾚ,,143240,, ﾚ,,144740,, ﾚ,,150240,, ﾚ,,151740,, ﾚ,,153240,, ﾚ,,154740,, ﾚ,,160240,, ﾚ,,161740,, ﾚ,,163240,, ﾚ,,164740,, ﾚ,,170240,, ﾚ,,171740,, ﾚ,,173240,, ﾚ,, ﾚ,174755,, ﾚ,, ﾚ,180255,, ﾚ,, ﾚ,181755,, ﾚ,, ﾚ,183255,, ﾚ,, ﾚ,184755,, ﾚ,, ﾚ,190255,, ﾚ,, ﾚ,191755,, ﾚ,, ﾚ,193255,, ﾚ,,,194740,, ﾚ,,200240,,, ﾚ,,,201740,, ﾚ,,203240,, ﾚ,,204740,, ﾚ,,210240,, ﾚ,,211740,, ﾚ,,213240,, ﾚ,,214740,, ﾚ,,220240,, ﾚ,,221740,, ﾚ,,223240,, ﾚ,,,224740, ﾚ,,230240,230900, ﾚ,,231740, ﾚ,233240, ﾚ,234740, ﾚ, 00240, ﾚ,,,,,,,,, 60900, 63240,, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飛灣機場,着, 62800, 65055, 64300, 70555, 65800,, 71750, 72110,, 71300,, 73250, 73610,, 72800,, 74750, 75110,, 74300,, 80250, 80610,, 75800,, 81750, 82110,, 81300,, 83250, 83610,, 82800,, 84750, 85110,, 84300,, 90250, 90610,, 85800,, 92055,,, 91300,, 93555,,, 92800,, 95055,,, 94300,,100555,,, 95800,,102055,,101300,,103555,,102800,,105055,,104300,,110555,,105800,,112055,,111300,,113555,,112800,,115055,,114300,,120555,,115800,,122055,,121300,,123555,,122800,,125055,,124300,,130555,,125800,,132055,,131300,,133555,,132800,,135055,,134300,,140555,,135800,,142055,,141300,,143555,,142800,,145055,,144300,,150555,,145800,,152055,,151300,,153555,,152800,,155055,,154300,,160555,,155800,,162055,,161300,,163555,,162800,,165055,,164300,,170555,,165800,,172055,,171300,,173555,,172800,,174750,175110,,174300,,180250,180610,,175800,,181750,182110,,181300,,183250,183610,,182800,,184750,185110,,184300,,190250,190610,,185800,,191750,192110,,191300,,193250,193610,,192800,,,195055,,194300,,200555,,,195800,,,202055,,201300,,203555,,202800,,205055,,204300,,210555,,205800,,212055,,211300,,213555,,212800,,215055,,214300,,220555,,215800,,222055,,221300,,223555,,222800,,,225055,224300,,230555,231215,225800,,232055,231300,233555,232800,235055,234300, 00555,235800,,,,,,,,, 61215, 63555,, 61300, ﾚ,, 54620, 54920, 55220, 55520, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
